run_id,seed,iteration,profile,target,method,n_coalitions,expected_value,predicted_value,dominant_feature,dominant_label,dominant_value,action,mode,fraction,feature_alpha,feature_beta,feature_danger_signal,feature_safety_signal,feature_diversity,feature_iteration,shap_alpha,shap_beta,shap_danger_signal,shap_safety_signal,shap_diversity,shap_iteration
5,1238,225,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.25,0.07585818002124345,0.47282942503500347,0.595938881610764,0.01552858563405292,0.75,0.0,0.0,0.0,0.0,0.0,0.0
6,1239,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.1598870995195818,0.14898519179861847,0.21652959734796945,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
6,1239,77,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7433333333333334,0.919334075010081,0.7456946364239124,0.012429227360807316,0.2167420712178628,0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
6,1239,122,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.5933333333333333,0.71775105695774,0.4216032275068405,0.6278165617470446,0.043759846030674496,0.4066666666666667,0.0,0.0,0.0,0.0,0.0,0.0
6,1239,159,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.47,0.42555748318834097,0.7235766432828421,0.4845490438619695,0.18518729634062364,0.53,0.0,0.0,0.0,0.0,0.0,0.0
6,1239,196,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.3466666666666667,0.1775065027120738,0.6599343640417804,0.47298517762384573,0.006900593752880299,0.6533333333333333,0.0,0.0,0.0,0.0,0.0,0.0
6,1239,233,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.22333333333333338,0.05915225196352847,0.4141747702720274,0.34820764708599317,0.021548561950583047,0.7766666666666666,0.0,0.0,0.0,0.0,0.0,0.0
7,1240,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.2689030321855159,0.15455651647264879,0.08432218034034224,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
7,1240,77,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7433333333333334,0.919334075010081,0.22989587620291524,0.40706291780752446,0.21853749202927883,0.25666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
7,1240,122,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.5933333333333333,0.71775105695774,0.5205699322128069,0.7901858311938798,0.19012973380584122,0.4066666666666667,0.0,0.0,0.0,0.0,0.0,0.0
