run_id,problem,iteration,controller_profile,target,action,mode,decision_reason,policy_signal,policy_confidence,diversity_pressure,stagnation_pressure,temporal_pressure,pre_diversity,pre_stagnation_length,greedy_candidates,greedy_improved_agents,greedy_candidate_evaluations,proposed_intervention,intervened,accepted_intervention,acceptance_reason,shap_method,shap_n_coalitions,expected_fitness,predicted_fitness,dominant_feature,dominant_value,positive_pressure,absolute_pressure,shap_alpha,shap_beta,shap_danger_signal,shap_safety_signal,shap_diversity,shap_iteration
1,4.instancia_grande_500h_1000c,90,hard,fitness,random_reinjection,random_aggressive,hard_controller_state_diversity_collapse,state_diversity_collapse,0.5,0.0,0.0,15.0,0.0,57,1,,0,True,True,True,preserved_best_and_increased_diversity,exact_wo_shapley,64,11696.0,11711.0,iteration,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0
1,4.instancia_grande_500h_1000c,156,hard,fitness,partial_restart,elite_guided,hard_controller_shap_temporal_pressure,shap_temporal_pressure,0.9801324503311258,0.7500000000000004,0.0,37.0,2876.649649297439,31,1,,0,True,False,False,rejected_by_conditional_acceptance,exact_wo_shapley,64,11832.0,11711.0,safety_signal,-158.75000000000003,37.75,196.5,0.0,23.416666666666668,0.0,-158.75000000000003,0.7500000000000004,13.583333333333329
1,4.instancia_grande_500h_1000c,206,hard,fitness,partial_restart,elite_guided,hard_controller_shap_ambiguous_pressure,shap_ambiguous_pressure,1.0,18.000000000000004,0.0,0.0,2934.773898853353,81,1,,0,True,True,True,preserved_best_and_increased_diversity,exact_wo_shapley,64,11695.0,11711.0,diversity,18.000000000000004,18.000000000000004,20.000000000000004,-0.3333333333333333,0.0,-0.3333333333333333,-0.6666666666666666,18.000000000000004,-0.6666666666666666
1,4.instancia_grande_500h_1000c,246,hard,fitness,random_reinjection,random_aggressive,hard_controller_state_diversity_collapse,state_diversity_collapse,0.5,0.0,0.0,0.0,981.6168573410981,121,1,,0,True,True,True,preserved_best_and_increased_diversity,exact_wo_shapley,64,11717.0,11711.0,safety_signal,-3.000000000000001,0.0,6.000000000000002,0.0,0.0,0.0,-3.000000000000001,0.0,-3.000000000000001
