run_id,problem,event_id,iteration,controller_profile,stagnation_window,action_cooldown,effective_cooldown,guard_window,late_fraction,max_interventions,rescue_scale,neutral_cooldown_multiplier,rejected_cooldown_multiplier,action,mode,proposed_intervention,policy_signal,policy_confidence,diversity_pressure,stagnation_pressure,temporal_pressure,greedy_candidates,greedy_improved_agents,greedy_candidate_evaluations,fraction,accepted_intervention,acceptance_reason,lookahead_steps,current_lookahead_best,candidate_lookahead_best,lookahead_delta,selected_agents,n_selected_agents,pre_fitness,current_population_best,candidate_population_best,pre_diversity,candidate_diversity,pre_stagnation_length,post_iteration,post_status,post_fitness,post_delta_fitness,post_diversity,post_stagnation_length,adaptive_cooldown_until_iteration,adaptive_cooldown_reason,shap_target,shap_method,shap_n_coalitions,shap_dominant_feature,shap_dominant_value
1,4.instancia_grande_500h_1000c,1,211,soft,75,90,120,180,0.84,6,1.0,1.5,2.5,random_reinjection,random,True,state_diversity_risk,0.45,0.0,0.0,3.000000000000001,1,,0,0.21500000000000002,True,preserved_best_and_increased_diversity,0,,,,27 29 6 13 28 7,6,11691.0,11797.0,11797.0,1393.5460652350864,2319.0958325498664,75,221,neutral,11691.0,0.0,1229.3031356372242,85,299,neutral,fitness,exact_wo_shapley,64,danger_signal,3.000000000000001
