run_id,problem,iteration,controller_profile,target,action,mode,decision_reason,policy_signal,policy_confidence,diversity_pressure,stagnation_pressure,temporal_pressure,pre_diversity,pre_stagnation_length,greedy_candidates,greedy_improved_agents,greedy_candidate_evaluations,proposed_intervention,intervened,accepted_intervention,acceptance_reason,shap_method,shap_n_coalitions,expected_fitness,predicted_fitness,dominant_feature,dominant_value,positive_pressure,absolute_pressure,shap_alpha,shap_beta,shap_danger_signal,shap_safety_signal,shap_diversity,shap_iteration
1,4.instancia_grande_500h_1000c,211,soft,fitness,random_reinjection,random,soft_controller_state_diversity_risk,state_diversity_risk,0.45,0.0,0.0,3.000000000000001,1393.5460652350864,75,1,,0,True,True,True,preserved_best_and_increased_diversity,exact_wo_shapley,64,11711.0,11711.0,danger_signal,3.000000000000001,3.000000000000001,6.000000000000002,0.0,0.0,3.000000000000001,0.0,0.0,-3.0000000000000004
