event_id,iteration,t_pre,t_action,t_post,stagnation_state,action_taken,action_justification,stagnation,stagnation_length,diversity,diversity_norm,diagnosis,alpha_scale,beta_scale,rescue_fraction,rescue_mode,rescued_agents,decision_shap_used,decision_dominant_feature,decision_harmful_feature,decision_harmful_value,decision_harmful_mass,decision_policy,dominant_feature,dominant_feature_pre,dominant_feature_post,fitness_pre,fitness_post,delta_fitness_post,stagnation_length_pre,stagnation_length_post,diversity_pre,diversity_post,diversity_norm_pre,diversity_norm_post,effective_intervention,effect_label
1,133,133,133,143,alta,partial_restart,Estancamiento con diversidad alta; se recoloca la cola poblacional alrededor de los lideres con perturbacion amplia. SHAP-decision: respect_regime_signal (feature=danger_signal).,1,80,103.9587305949094,0.5952536638922359,alta,1.0,1.0,0.22,elite_guided,7,1,iteration,danger_signal,3.916518423112655,7.882262862764393,respect_regime_signal,diversity,diversity,diversity,1204.613897009849,1179.3523708823473,25.26152612750184,80,0,103.9587305949094,108.39004070203767,0.5952536638922359,0.620626747634372,1,improved
2,202,202,202,212,baja,random_reinjection,Estancamiento con diversidad baja; se reinyecta poblacion aleatoria sin reinicio total. SHAP-decision: respect_regime_signal (feature=danger_signal).,1,59,35.817983680759184,0.20508894151741638,baja,1.0,1.0,0.30965,random,9,1,alpha,danger_signal,3.3934881813637245,14.309201632341631,respect_regime_signal,alpha,alpha,danger_signal,1179.3523708823473,1145.2087451221914,34.14362576015583,59,2,35.817983680759184,60.151786025828685,0.20508894151741638,0.34442101030511846,1,improved
