event_id,phase,iteration,t_pre,t_post,event_active,shap_reason,selected_output,BASE_fitness,OUTPUT_fitness,OBSERVED_fitness,stagnation_state,action_taken,dominant_feature,SHAP_alpha,SHAP_beta,SHAP_danger_signal,SHAP_safety_signal,SHAP_diversity,SHAP_diversity_norm,SHAP_iteration
1,pre,130,130,140,1,pre_intervention,fitness,11325962.413378743,11325962.413378743,11325962.413378743,alta,partial_restart,alpha,524984.8800885489,-478120.0834317282,427109.83828088053,-203894.6467156491,-59856.932431441106,-448199.49543040025,237976.43963978923
1,post,140,130,140,0,post_intervention,fitness,11325962.413378743,11325962.413378743,11325962.413378743,alta,none,alpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,pre,186,186,196,1,pre_intervention,fitness,11325962.413378743,11325962.413378743,11325962.413378743,media,partial_restart,alpha,6296.01635147633,6296.01635147633,6296.01635147633,-4722.0122636072465,-4722.0122636072465,-4722.0122636072465,-4722.0122636072465
2,post,196,186,196,0,post_intervention,fitness,10008049.429976989,10008049.429976989,10008049.429976989,no_stagnation,none,alpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
