total_functions,wo_shap_better_by_gap,wo_base_better_by_gap,ties_by_gap,base_total_gap,shap_total_gap,base_mean_gap,shap_mean_gap,base_median_gap,shap_median_gap,total_gap_reduction,mean_gap_reduction,functions_with_events,total_events
12,5,2,5,1669.1833251273001,1624.8230900883334,139.09861042727502,135.40192417402778,56.93358332881235,69.14571278035118,44.360235038966835,3.696686253247236,7,16
