event_id,iteration,t_pre,t_action,t_post,stagnation_state,action_taken,action_justification,stagnation,stagnation_length,diversity,diversity_norm,diagnosis,alpha_scale,beta_scale,rescue_fraction,rescue_mode,rescued_agents,decision_shap_used,decision_dominant_feature,decision_harmful_feature,decision_harmful_value,decision_harmful_mass,decision_policy,dominant_feature,dominant_feature_pre,dominant_feature_post,fitness_pre,fitness_post,delta_fitness_post,stagnation_length_pre,stagnation_length_post,diversity_pre,diversity_post,diversity_norm_pre,diversity_norm_post,effective_intervention,effect_label
1,113,113,113,123,media,partial_restart,Estancamiento con diversidad alta; se recoloca la cola poblacional alrededor de los lideres con perturbacion amplia. SHAP-decision: attenuate_schedule_signal (feature=alpha).,1,77,93.9298312229323,0.5378295393207472,media,1.0,1.0,0.210834,elite_guided,6,1,alpha,alpha,0.19297132566362024,0.5001908947145266,attenuate_schedule_signal,alpha,alpha,alpha,870.5033283367139,870.5033283367139,0.0,77,87,93.9298312229323,145.47368565023334,0.5378295393207472,0.8329626947892826,0,neutral
