best_fitness
4.472720780221148743e+04
4.472720780221148743e+04
4.472720780221148743e+04
4.472720780221148743e+04
4.472720780221148743e+04
1.356824097500868083e+04
1.175781653263006046e+04
1.175781653263006046e+04
1.175781653263006046e+04
1.107113617295219592e+04
1.107113617295219592e+04
1.107113617295219592e+04
1.107113617295219592e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
1.054014268386363801e+04
9.351620350833967677e+03
9.351620350833967677e+03
9.351620350833967677e+03
9.351620350833967677e+03
9.351620350833967677e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
9.177833317865317440e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
8.305909750224494928e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
4.000815188270825274e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.869963227001986070e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
3.103005064417787253e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.739001584551058158e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.736366313935814105e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.675888299032496661e+03
1.457379137331045740e+03
1.457379137331045740e+03
1.457379137331045740e+03
1.457379137331045740e+03
1.457379137331045740e+03
1.457379137331045740e+03
1.457379137331045740e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.394180625645186637e+03
1.110294766842923082e+03
1.110294766842923082e+03
9.767272574663046498e+02
9.767272574663046498e+02
9.767272574663046498e+02
9.767272574663046498e+02
9.767272574663046498e+02
9.284910397018153390e+02
9.284910397018153390e+02
9.284910397018153390e+02
9.284910397018153390e+02
9.284910397018153390e+02
9.284910397018153390e+02
9.284910397018153390e+02
9.284910397018153390e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
7.012346085106230476e+02
6.960612479098430185e+02
6.960612479098430185e+02
6.960612479098430185e+02
6.960612479098430185e+02
6.907349037170258725e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.245679824362289310e+02
6.075899065811220225e+02
5.494090434553922933e+02
5.494090434553922933e+02
5.494090434553922933e+02
