run_id,benchmark,benchmark_source,algorithm,function,function_id,function_name,function_family,dim,agents,iterations,seed,elapsed_seconds,initial_fitness,final_fitness,optimum,gap_to_optimum,best_position,curve_csv,status
1,cec2022,opfunu,WO_base,F11,11,Composition Function 3,composition,10,30,500,1244,4.225613299990073,5452.8445731881875,2600.027709880634,2600.0,0.027709880634120054,49.1800949258 7.42651332388 -32.7890137137 4.95168560947 70.6260745786 45.0021584375 29.4587865205 12.7076340245 16.7459646803 -56.3744390214,all_functions_outputs_30runs\values\conv_curve_F11_run1.csv,completed
1,cec2022,opfunu,WO_base,F12,12,Composition Function 4,composition,10,30,500,1245,3.5016845000063768,3535.987706300233,2866.482982303793,2700.0,166.48298230379305,-99.9933964514 -99.9981639788 -94.6426142596 -54.3263017812 100 -41.3057250947 99.9632268304 63.9180142892 -99.9999717302 99.4433770005,all_functions_outputs_30runs\values\conv_curve_F12_run1.csv,completed
2,cec2022,opfunu,WO_base,F1,1,Shifted and full Rotated Zakharov Function,basic,10,30,500,2234,0.8731507000047714,31093.529351030767,300.0004414730751,300.0,0.00044147307511366307,-55.9464721934 4.54361628282 35.3047367186 8.27316664175 -47.4419096449 7.30832791891 6.39661094371 -2.49402838303 -61.0627239546 -47.1395720355,all_functions_outputs_30runs\values\conv_curve_F1_run2.csv,completed
2,cec2022,opfunu,WO_base,F2,2,Shifted and Rotated Rosenbrock’s Function,basic,10,30,500,2235,1.107595500012394,3017.182149277323,407.57527159336524,400.0,7.575271593365244,79.3456424845 70.8700995757 -99.9377502393 97.8673827149 -18.1788405879 -18.135458707 96.5756018386 71.8844808033 -53.493889213 54.8313434966,all_functions_outputs_30runs\values\conv_curve_F2_run2.csv,completed
2,cec2022,opfunu,WO_base,F3,3,Shifted and full Rotated Expanded Schaffer’s F7,basic,10,30,500,2236,0.9297596999967936,600.978431289051,600.0000000862718,600.0,8.627182523923693e-08,79.0826245625 -24.5802912394 -34.6424014793 -44.6887362894 76.0012220036 16.3539645739 -21.7375439554 5.6540359629 64.9888536819 51.2883613444,all_functions_outputs_30runs\values\conv_curve_F3_run2.csv,completed
2,cec2022,opfunu,WO_base,F4,4,Shifted and Rotated Non-Continuous Rastrigin’s Function,basic,10,30,500,2237,1.8028403000062099,920.7674517340023,846.0000000000041,800.0,46.00000000000409,45.6335462044 -20.5540512455 27.1365948087 21.4575865583 -0.364574683554 4.90895215852 -8.05459531158 4.73592691365 15.1543654135 -14.9476117903,all_functions_outputs_30runs\values\conv_curve_F4_run2.csv,completed
2,cec2022,opfunu,WO_base,F5,5,Shifted and Rotated Levy Function,basic,10,30,500,2238,0.7384359999996377,907.5532167836376,900.6336219205807,900.0,0.6336219205807083,-15.9839286928 -23.2652643968 11.2855286361 92.4510224705 -9.4466948529 11.4763039878 17.2280492527 -10.7368728247 -35.0284490207 27.6509006527,all_functions_outputs_30runs\values\conv_curve_F5_run2.csv,completed
2,cec2022,opfunu,WO_base,F6,6,Hybrid Function 1,hybrid,10,30,500,2239,1.282160600007046,2641681253.770259,19006.14061954757,1800.0,17206.14061954757,90.8145243831 33.0779541276 0.622928513681 42.6103036418 0.409405974492 -46.1901678917 -64.145253734 -88.3235697584 -61.3038816567 -99.9795235992,all_functions_outputs_30runs\values\conv_curve_F6_run2.csv,completed
2,cec2022,opfunu,WO_base,F7,7,Hybrid Function 2,hybrid,10,30,500,2240,11.780186499992851,2484.2152905500657,2043.907746773323,2000.0,43.90774677332297,43.616254881 -54.9519025887 -35.415557694 100 44.2124296925 -35.8373934536 -19.258630703 14.0576204064 -17.651045415 -31.2297453933,all_functions_outputs_30runs\values\conv_curve_F7_run2.csv,completed
2,cec2022,opfunu,WO_base,F8,8,Hybrid Function 3,hybrid,10,30,500,2241,15.506634499994107,75858892831593.12,2538.8118272935153,2200.0,338.8118272935153,31.9964162725 -95.6900527494 -74.9616198656 83.7915114707 34.174077527 51.3393940093 47.2826446581 71.9073940797 38.9758745744 61.1670608639,all_functions_outputs_30runs\values\conv_curve_F8_run2.csv,completed
2,cec2022,opfunu,WO_base,F9,9,Composition Function 1,composition,10,30,500,2242,4.1975935000082245,5556.8224218397,2669.7592675498468,2300.0,369.75926754984675,45.9126744288 -100 -99.9997207916 -99.3430869072 12.4181575906 99.9991943158 94.5901736518 -39.7856195382 -75.7596685048 50.5694483409,all_functions_outputs_30runs\values\conv_curve_F9_run2.csv,completed
2,cec2022,opfunu,WO_base,F10,10,Composition Function 2,composition,10,30,500,2243,5.9718078000005335,4215.565439859604,2723.0660893722866,2400.0,323.06608937228657,-0.821826491176 10.8451030147 7.82520473342 73.3553168947 8.55404005905 -40.8362727199 33.5304008816 34.4146100565 8.60283707539 40.8322976205,all_functions_outputs_30runs\values\conv_curve_F10_run2.csv,completed
2,cec2022,opfunu,WO_base,F11,11,Composition Function 3,composition,10,30,500,2244,10.16033630000311,5763.826851367937,2600.0161343742166,2600.0,0.01613437421656272,49.1789679154 7.43696878778 -32.7603639276 4.9826149971 70.6324093105 45.0130143946 29.4313481043 12.65899919 16.7763064531 -56.3692552697,all_functions_outputs_30runs\values\conv_curve_F11_run2.csv,completed
2,cec2022,opfunu,WO_base,F12,12,Composition Function 4,composition,10,30,500,2245,6.362530099999276,4014.657050810138,2869.3040244065555,2700.0,169.30402440655553,-99.0525874392 -93.2336676806 -97.2440955548 -53.4444754548 99.9995670843 -57.7252437565 99.1067856254 72.2816940711 -99.9996636705 99.3118326753,all_functions_outputs_30runs\values\conv_curve_F12_run2.csv,completed
3,cec2022,opfunu,WO_base,F1,1,Shifted and full Rotated Zakharov Function,basic,10,30,500,3234,0.8384012999886181,27959.64568565209,300.0776253083342,300.0,0.07762530833417713,-55.9671360772 4.33765763504 35.3902025425 8.37275922107 -47.3735179194 7.32400965115 6.38773477462 -2.44781277422 -61.0980701381 -47.092447682,all_functions_outputs_30runs\values\conv_curve_F1_run3.csv,completed
3,cec2022,opfunu,WO_base,F2,2,Shifted and Rotated Rosenbrock’s Function,basic,10,30,500,3235,1.3186518000002252,5979.468461303003,408.91729799520937,400.0,8.917297995209367,26.9822027944 56.2897984884 -100 100 46.9718520142 6.23137255748 84.9147177304 68.7486674545 -28.4843092703 71.4150596047,all_functions_outputs_30runs\values\conv_curve_F2_run3.csv,completed
3,cec2022,opfunu,WO_base,F3,3,Shifted and full Rotated Expanded Schaffer’s F7,basic,10,30,500,3236,1.6696920999966096,600.6092126897582,600.0000001076617,600.0,1.0766166269604582e-07,79.0773331646 -24.5707079925 -34.6712795345 -44.6793995138 75.9974175795 16.3221484781 -21.7489727839 5.67202657692 64.9769242185 51.2704503426,all_functions_outputs_30runs\values\conv_curve_F3_run3.csv,completed
3,cec2022,opfunu,WO_base,F4,4,Shifted and Rotated Non-Continuous Rastrigin’s Function,basic,10,30,500,3237,2.3227008000103524,1073.4171494313046,840.0,800.0,40.0,21.7848239503 0.254052961679 32.7084787608 -13.155893488 7.59660974152 16.3603896917 11.3372797058 10.0433810022 13.6279632996 2.29989791263,all_functions_outputs_30runs\values\conv_curve_F4_run3.csv,completed
3,cec2022,opfunu,WO_base,F5,5,Shifted and Rotated Levy Function,basic,10,30,500,3238,1.0484623999946052,909.1779811728737,900.6338189699532,900.0,0.633818969953154,-32.0156229283 -3.92083637502 3.73232420057 45.3222472068 -0.396259861725 -40.7544336339 -6.51586678497 -7.6789656191 -51.5264169808 81.2212244482,all_functions_outputs_30runs\values\conv_curve_F5_run3.csv,completed
3,cec2022,opfunu,WO_base,F6,6,Hybrid Function 1,hybrid,10,30,500,3239,1.766438599996036,2172888764.076894,9219.405764752502,1800.0,7419.405764752502,-0.908282219709 -27.5682001679 -3.36637051201 -68.665199258 -38.6794850496 -2.62541498098 -62.6828202913 -68.6814120243 -59.8532815391 -99.772480606,all_functions_outputs_30runs\values\conv_curve_F6_run3.csv,completed
3,cec2022,opfunu,WO_base,F7,7,Hybrid Function 2,hybrid,10,30,500,3240,13.54966940000304,4166.1584087521915,2036.4612910511546,2000.0,36.4612910511546,-33.7062214738 -54.906377283 -26.8282812161 40.596386025 18.2600585849 -96.3325902504 -96.9456775489 13.1502830744 2.2776486872 -9.55408707937,all_functions_outputs_30runs\values\conv_curve_F7_run3.csv,completed
3,cec2022,opfunu,WO_base,F8,8,Hybrid Function 3,hybrid,10,30,500,3241,16.825475300007383,295280327372.9317,2269.443191765292,2200.0,69.44319176529189,16.2734140659 -24.1988415372 -42.1090984154 -16.2195619466 69.1676105527 89.3408025955 47.9904142186 41.3776355441 38.3865781501 33.9851791604,all_functions_outputs_30runs\values\conv_curve_F8_run3.csv,completed
3,cec2022,opfunu,WO_base,F9,9,Composition Function 1,composition,10,30,500,3242,4.5006683000101475,3865.7670907626366,2300.1220725226362,2300.0,0.12207252263624468,52.8842313414 -2.50845779857 -3.00518203436 -63.781327814 44.479331087 59.5247935906 18.4240690576 -61.6357075048 -36.3968155505 28.1995806626,all_functions_outputs_30runs\values\conv_curve_F9_run3.csv,completed
3,cec2022,opfunu,WO_base,F10,10,Composition Function 2,composition,10,30,500,3243,5.22866310000245,5463.208431968245,2622.1672344112408,2400.0,222.16723441124077,-28.4311401504 -29.8274179614 -68.0429471721 -47.5796937248 -38.2307569251 -7.04283438285 49.3757439052 -9.97660016925 62.441628184 31.4214004118,all_functions_outputs_30runs\values\conv_curve_F10_run3.csv,completed
3,cec2022,opfunu,WO_base,F11,11,Composition Function 3,composition,10,30,500,3244,7.820768000005046,3350.4419394408123,2600.018620424207,2600.0,0.018620424206801545,49.1871963025 7.42896166333 -32.7688145383 4.97743449866 70.6295823086 45.008398628 29.4583623259 12.6737573857 16.7264973052 -56.350182933,all_functions_outputs_30runs\values\conv_curve_F11_run3.csv,completed
3,cec2022,opfunu,WO_base,F12,12,Composition Function 4,composition,10,30,500,3245,7.441869200003566,3603.2017356305287,2899.9908825673456,2700.0,199.99088256734558,-96.4538877756 -41.6148864923 -87.1577981957 68.6764909309 99.9999971893 -38.6671070438 -4.75235314527 99.9995254421 -99.9992768123 99.3273945452,all_functions_outputs_30runs\values\conv_curve_F12_run3.csv,completed
4,cec2022,opfunu,WO_base,F1,1,Shifted and full Rotated Zakharov Function,basic,10,30,500,4234,1.4827943999989657,34297.061439201316,300.00387871245044,300.0,0.0038787124504437998,-55.9327140454 4.51436966812 35.3069351321 8.32452671331 -47.4188162499 7.29779341181 6.40219216289 -2.48205045706 -61.0497925454 -47.1276634571,all_functions_outputs_30runs\values\conv_curve_F1_run4.csv,completed
4,cec2022,opfunu,WO_base,F2,2,Shifted and Rotated Rosenbrock’s Function,basic,10,30,500,4235,1.956125400000019,8238.773657473732,408.92162047173554,400.0,8.921620471735537,27.0126913088 56.1983002558 -100 100 46.8148635477 6.3467165069 84.7990361647 68.686494219 -28.4877594974 71.3632797458,all_functions_outputs_30runs\values\conv_curve_F2_run4.csv,completed
4,cec2022,opfunu,WO_base,F3,3,Shifted and full Rotated Expanded Schaffer’s F7,basic,10,30,500,4236,1.8231112000066787,600.5599801307928,600.0000000690654,600.0,6.906543603690807e-08,79.0898586323 -24.5703468217 -34.6655777976 -44.689369934 75.996623517 16.3457908907 -21.766433488 5.64014144436 64.9867591954 51.261541249,all_functions_outputs_30runs\values\conv_curve_F3_run4.csv,completed
4,cec2022,opfunu,WO_base,F4,4,Shifted and Rotated Non-Continuous Rastrigin’s Function,basic,10,30,500,4237,3.435179499996593,1033.5,852.0,800.0,52.0,-12.9931995151 -11.034103389 -12.5275920359 -17.6060506581 -9.09713107522 -9.40614973903 -17.3054935873 -14.8024712178 -19.294595602 -6.68994716518,all_functions_outputs_30runs\values\conv_curve_F4_run4.csv,completed
4,cec2022,opfunu,WO_base,F5,5,Shifted and Rotated Levy Function,basic,10,30,500,4238,1.589640000005602,906.4093439639618,900.4548320119246,900.0,0.45483201192462275,-29.6400009465 -11.7276393921 7.35077739831 83.6203800599 2.90545812733 2.91476649881 14.3342243205 -3.28182596177 -26.7106622258 39.1123537911,all_functions_outputs_30runs\values\conv_curve_F5_run4.csv,completed
